2024-07-13 07:46:09,975 INFO ============= Start ============
2024-07-13 08:52:43,556 INFO 8a4ce5ad: [SR,SA,RD,SA] (-1, 3) [--,--,--,OA]
2024-07-13 08:52:43,655 INFO b45d6ca7: [FAIL] output/minimizer_output/b45d6ca7a9cc35f9e037a5789fcb7aabc4d8454f8ccb944c17d8edd9d8668c36.SR.RD.RC.SA.SA.SA.SA.SA
2024-07-13 08:52:47,072 INFO b45d6ca7: [CR,SR,RD,RC,SA,SA,SA,SA,SA] (0, 2) [CP1,SR,RD,RC,SA,SA,SA,SA,SA]
2024-07-13 08:52:47,163 INFO d9d06bac: [FAIL] output/minimizer_output/d9d06bac0593296c6d58b31e67f8579ff02aa8e4b945e2c990c3c4dcfd1ae223.SA
2024-07-13 08:52:47,163 INFO e5483ace: [FAIL] output/minimizer_output/e5483acec577048d8d02fb94f574e4da66692acbdd09429d1a12858201a32dd7.SA
2024-07-13 08:52:49,559 INFO d9d06bac: [SP,RC,SP,SA] (2, 2) [--,--,SP1,SA]
2024-07-13 08:52:51,694 INFO e5483ace: [RC,RD,SA,SR,BC,SP,SP,SA] (0, 0) [--,RD,SA,SR,BC,SP,SP,SA]
2024-07-13 08:52:55,558 INFO 8cfeffdd: [CR,SR,RD,RC,OA,SA] (-1, 1) [--,--,--,--,--,OA1]
2024-07-13 08:53:00,601 INFO 0afd142d: [SUCC] output/minimizer_output/0afd142d30bb173793438ccfd427624532cc681b27806f0b5e1c3d8777aeaf97.CR.SA
2024-07-13 08:53:01,581 INFO 0afd142d: [CR,SR,SA] (2, 0) [CR,--,--]
2024-07-13 08:53:01,793 INFO 47715518: [CR,SR,BC,SA,SA,SA,SA,SA] (-1, 1) [--,--,--,--,--,--,--,OA1]
2024-07-13 08:53:04,317 INFO 0afd142d: [FAIL] output/minimizer_output/0afd142d30bb173793438ccfd427624532cc681b27806f0b5e1c3d8777aeaf97.CR
2024-07-13 08:53:04,512 INFO 47715518: [FAIL] output/minimizer_output/47715518b0b4a6d6f64915bd1651787b446c39ff4cd04381f833c82db19c8b9f.OA1
2024-07-13 08:53:04,675 INFO aaef9beb: [SUCC] output/minimizer_output/aaef9bebdcd49a4d0191a751bb18d2ae1e182851cf5f6c4c5cea70aba8de86f8.SP1
2024-07-13 08:53:04,676 INFO aaef9beb: [SUCC] Quick Minimize 
2024-07-13 08:53:04,725 INFO aaef9beb: ###### [FINISH] output/minimizer_output/aaef9bebdcd49a4d0191a751bb18d2ae1e182851cf5f6c4c5cea70aba8de86f8.SP1
2024-07-13 08:53:04,754 INFO list_minimal_arm: ['SP1']
2024-07-13 08:53:04,755 INFO update_reward_with_alpha_beta(2, 1, 0)
2024-07-13 08:53:05,785 INFO 0afd142d: [CR,SR,SA] (2, 2) [CR,--,SA1]
2024-07-13 08:53:06,104 INFO 47715518: [CR,SR,BC,SA,SA,SA,SA,SA] (-1, 2) [--,--,--,--,--,--,--,SA1]
2024-07-13 08:53:06,221 INFO 8a4ce5ad: [FAIL] output/minimizer_output/8a4ce5ad3044094ce732ae4fb24b1a5e497239c306bf424bbd19c3290f2eb966.OA
2024-07-13 08:53:06,222 INFO 8cfeffdd: [FAIL] output/minimizer_output/8cfeffdd43ecc4a9a6b76dd1a8380b4c7c5458aca8922567843ca318c39ccac0.OA1
2024-07-13 08:53:06,223 INFO b45d6ca7: [FAIL] output/minimizer_output/b45d6ca7a9cc35f9e037a5789fcb7aabc4d8454f8ccb944c17d8edd9d8668c36.CP1.SR.RD.RC.SA.SA.SA.SA.SA
2024-07-13 08:53:06,995 INFO 8a4ce5ad: [SR,SA,RD,SA] (-1, -1) [SA]
2024-07-13 08:53:08,219 INFO 8cfeffdd: [CR,SR,RD,RC,OA,SA] (-1, 2) [--,--,--,--,--,SA1]
2024-07-13 08:53:11,206 INFO b45d6ca7: [CR,SR,RD,RC,SA,SA,SA,SA,SA] (1, 0) [CR,--,RD,RC,SA,SA,SA,SA,SA]
2024-07-13 08:53:14,698 INFO 2001d9f2: [CR,RC,SP,SR,SA] (-1, 1) [--,--,--,--,OA1]
2024-07-13 08:53:18,390 INFO 1617ff87: [SUCC] output/minimizer_output/1617ff8714e4645db47af625f3b03a63f759e0889f29c4dc2e5889a6a52f1879.OA.SA.SP
2024-07-13 08:53:20,627 INFO 1617ff87: [RD,OA,SA,SP] (1, 0) [--,--,SA,SP]
2024-07-13 08:53:21,284 INFO 9943febc: [SUCC] output/minimizer_output/9943febcceee6ff843388ff978db09ac48c7bad4ff4749b9266c500225b4e2e5.CP1.RD.BC.SP.SA
2024-07-13 08:53:24,194 INFO 9943febc: [CR,RD,BC,SP,SA] (1, 0) [CP1,--,BC,SP,SA]
2024-07-13 08:53:26,560 INFO 2001d9f2: [FAIL] output/minimizer_output/2001d9f223045aa911cf5c601c065892618f65cab987b90ea908d83f49b5d443.OA1
2024-07-13 08:53:26,588 INFO 47715518: [FAIL] output/minimizer_output/47715518b0b4a6d6f64915bd1651787b446c39ff4cd04381f833c82db19c8b9f.SA1
2024-07-13 08:53:27,907 INFO 2001d9f2: [CR,RC,SP,SR,SA] (-1, 2) [--,--,--,--,SA1]
2024-07-13 08:53:28,101 INFO 47715518: [CR,SR,BC,SA,SA,SA,SA,SA] (-1, 3) [--,--,--,--,--,--,--,OA]
2024-07-13 08:53:28,260 INFO 8a4ce5ad: [FAIL] output/minimizer_output/8a4ce5ad3044094ce732ae4fb24b1a5e497239c306bf424bbd19c3290f2eb966.SA
2024-07-13 08:53:28,261 INFO 8cfeffdd: [FAIL] output/minimizer_output/8cfeffdd43ecc4a9a6b76dd1a8380b4c7c5458aca8922567843ca318c39ccac0.SA1
2024-07-13 08:53:30,344 INFO 8a4ce5ad: [SR,SA,RD,SA] (0, 0) [--,SA,RD,SA]
2024-07-13 08:53:31,083 INFO 8cfeffdd: [CR,SR,RD,RC,OA,SA] (-1, 3) [--,--,--,--,--,OA]
2024-07-13 08:53:33,017 INFO 2da418e5: [SUCC] output/minimizer_output/2da418e52f97ea0b15c6e45a7c92e4af8c098948ce3561233ededa4f1aed95d4.SA1
2024-07-13 08:53:33,017 INFO 2da418e5: [SUCC] Quick Minimize 
2024-07-13 08:53:33,039 INFO 2da418e5: ###### [FINISH] output/minimizer_output/2da418e52f97ea0b15c6e45a7c92e4af8c098948ce3561233ededa4f1aed95d4.SA1
2024-07-13 08:53:33,073 INFO list_minimal_arm: ['SA1']
2024-07-13 08:53:33,089 INFO update_reward_with_alpha_beta(1, 1, 0)
2024-07-13 08:53:35,797 INFO 528c4408: [SUCC] output/minimizer_output/528c4408a49bb9c0734a43e86f2422932358089a99b52d7e7d2332f16002e2e5.CR.SA1
2024-07-13 08:53:35,839 INFO 528c4408: ###### [FINISH] output/minimizer_output/528c4408a49bb9c0734a43e86f2422932358089a99b52d7e7d2332f16002e2e5.CR.SA1
2024-07-13 08:53:35,873 INFO list_minimal_arm: ['CR', 'SA1']
2024-07-13 08:53:35,874 INFO update_reward_with_alpha_beta(7, 1, -1)
2024-07-13 08:53:35,879 INFO update_reward_with_alpha_beta(1, 1, 0)
2024-07-13 08:53:40,431 INFO bf6ccb75: [CR,SR,BC,SR,OA,RC,OA,SA] (-1, 1) [--,--,--,--,--,--,--,OA1]
2024-07-13 08:53:51,822 INFO 47715518: [FAIL] output/minimizer_output/47715518b0b4a6d6f64915bd1651787b446c39ff4cd04381f833c82db19c8b9f.OA
2024-07-13 08:53:51,930 INFO 8cfeffdd: [FAIL] output/minimizer_output/8cfeffdd43ecc4a9a6b76dd1a8380b4c7c5458aca8922567843ca318c39ccac0.OA
2024-07-13 08:53:52,893 INFO 47715518: [CR,SR,BC,SA,SA,SA,SA,SA] (-1, -1) [SA]
2024-07-13 08:53:53,487 INFO 8cfeffdd: [CR,SR,RD,RC,OA,SA] (-1, -1) [SA]
2024-07-13 08:53:53,639 INFO bf6ccb75: [FAIL] output/minimizer_output/bf6ccb7572a37434f400e63bebd2e460eff312f86c11c7046c55f3ed12dcc80f.OA1
2024-07-13 08:53:54,361 INFO bf6ccb75: [CR,SR,BC,SR,OA,RC,OA,SA] (-1, 2) [--,--,--,--,--,--,--,SA1]
2024-07-13 08:53:55,532 INFO 7847f918: [CR,SA,RD,OA,OA,RC,OA,SA] (-1, 1) [--,--,--,--,--,--,--,OA1]
2024-07-13 08:54:00,529 INFO aeb13d1b: [SUCC] output/minimizer_output/aeb13d1b3b6106ef8c138016e570a59f163def9de9ea7c116a3a3d41a193f501.SA1
2024-07-13 08:54:00,529 INFO aeb13d1b: [SUCC] Quick Minimize 
2024-07-13 08:54:00,561 INFO aeb13d1b: ###### [FINISH] output/minimizer_output/aeb13d1b3b6106ef8c138016e570a59f163def9de9ea7c116a3a3d41a193f501.SA1
2024-07-13 08:54:00,596 INFO list_minimal_arm: ['SA1']
2024-07-13 08:54:00,597 INFO update_reward_with_alpha_beta(1, 1, 0)
2024-07-13 08:54:05,383 INFO 2b216d77: [CR,SA] (-1, 1) [--,OA1]
2024-07-13 08:54:11,916 INFO 2b216d77: [FAIL] output/minimizer_output/2b216d779eb80aab6e53ee1135105f7bec098909807ba54e60fab03ad4c65ace.OA1
2024-07-13 08:54:12,952 INFO 2b216d77: [CR,SA] (-1, 2) [--,SA1]
2024-07-13 08:54:13,332 INFO 47715518: [FAIL] output/minimizer_output/47715518b0b4a6d6f64915bd1651787b446c39ff4cd04381f833c82db19c8b9f.SA
2024-07-13 08:54:13,630 INFO 7847f918: [FAIL] output/minimizer_output/7847f9183a656f572f3cecfd1188ebcee84bbf1e7f25c1ccb287d7936567886b.OA1
2024-07-13 08:54:13,631 INFO 8cfeffdd: [FAIL] output/minimizer_output/8cfeffdd43ecc4a9a6b76dd1a8380b4c7c5458aca8922567843ca318c39ccac0.SA
2024-07-13 08:54:17,553 INFO 47715518: [CR,SR,BC,SA,SA,SA,SA,SA] (0, 0) [--,SR,BC,SA,SA,SA,SA,SA]
2024-07-13 08:54:17,972 INFO 7847f918: [CR,SA,RD,OA,OA,RC,OA,SA] (-1, 2) [--,--,--,--,--,--,--,SA1]
2024-07-13 08:54:21,068 INFO 8cfeffdd: [CR,SR,RD,RC,OA,SA] (0, 0) [--,SR,RD,RC,OA,SA]
2024-07-13 08:54:21,356 INFO 76fad20c: [SUCC] output/minimizer_output/76fad20cfb80999dd63052f461d27866d97845a7ca4b183ac43742ac20332407.SA1
2024-07-13 08:54:21,356 INFO 76fad20c: [SUCC] Quick Minimize 
2024-07-13 08:54:21,390 INFO 76fad20c: ###### [FINISH] output/minimizer_output/76fad20cfb80999dd63052f461d27866d97845a7ca4b183ac43742ac20332407.SA1
2024-07-13 08:54:21,423 INFO list_minimal_arm: ['SA1']
2024-07-13 08:54:21,424 INFO update_reward_with_alpha_beta(1, 1, 0)
2024-07-13 08:54:22,602 INFO 8384f020: [RC,SA,RD,BC,SP,SR,OA,SP] (-1, 1) [--,--,--,--,--,--,--,OA1]
2024-07-13 08:54:38,303 INFO b5843678: [SUCC] output/minimizer_output/b58436788a38f811db28dcb6f7695edc50eb672542a5c561af9c238475fca79e.SA
2024-07-13 08:54:38,304 INFO b5843678: [SUCC] Quick Minimize 
2024-07-13 08:54:38,327 INFO b5843678: ###### [FINISH] output/minimizer_output/b58436788a38f811db28dcb6f7695edc50eb672542a5c561af9c238475fca79e.SA
2024-07-13 08:54:38,366 INFO list_minimal_arm: ['SA']
2024-07-13 08:54:38,367 INFO update_reward_with_alpha_beta(1, 1, 0)
2024-07-13 08:54:39,125 INFO 47715518: [FAIL] output/minimizer_output/47715518b0b4a6d6f64915bd1651787b446c39ff4cd04381f833c82db19c8b9f.SR.BC.SA.SA.SA.SA.SA
2024-07-13 08:54:42,688 INFO 47715518: [CR,SR,BC,SA,SA,SA,SA,SA] (0, 2) [CP1,SR,BC,SA,SA,SA,SA,SA]
2024-07-13 08:54:42,867 INFO 7847f918: [FAIL] output/minimizer_output/7847f9183a656f572f3cecfd1188ebcee84bbf1e7f25c1ccb287d7936567886b.SA1
2024-07-13 08:54:42,873 INFO 8384f020: [FAIL] output/minimizer_output/8384f02006cf23ab726af5b044b252f7247ed6caf3fd50fec8496c7157a837a5.OA1
2024-07-13 08:54:42,881 INFO 8cfeffdd: [FAIL] output/minimizer_output/8cfeffdd43ecc4a9a6b76dd1a8380b4c7c5458aca8922567843ca318c39ccac0.SR.RD.RC.OA.SA
2024-07-13 08:54:43,728 INFO 017d36f9: [RC,RD,SA,BC,OA,SP,OA,SA,SA,SP] (-1, 1) [--,--,--,--,--,--,--,--,--,OA1]
2024-07-13 08:54:44,011 INFO 7847f918: [CR,SA,RD,OA,OA,RC,OA,SA] (-1, 3) [--,--,--,--,--,--,--,OA]
2024-07-13 08:54:44,207 INFO 8384f020: [RC,SA,RD,BC,SP,SR,OA,SP] (-1, 2) [--,--,--,--,--,--,--,SP1]
2024-07-13 08:54:48,160 INFO 8cfeffdd: [CR,SR,RD,RC,OA,SA] (0, 2) [CP1,SR,RD,RC,OA,SA]
2024-07-13 08:54:48,471 INFO 4dce2309: [SUCC] output/minimizer_output/4dce230991807de50dffefa1d233acad2405d4fac89af6c461e0fa7b649fb08b.SA.BC
2024-07-13 08:54:49,940 INFO 4dce2309: [CR,OA,SA,BC] (2, 0) [--,--,--,BC]
2024-07-13 08:54:56,756 INFO 017d36f9: [FAIL] output/minimizer_output/017d36f9bc089af9b0bc3a878e8ad7f729080a267010660aa19b78aa6c2244ed.OA1
2024-07-13 08:54:57,703 INFO 47715518: [FAIL] output/minimizer_output/47715518b0b4a6d6f64915bd1651787b446c39ff4cd04381f833c82db19c8b9f.CP1.SR.BC.SA.SA.SA.SA.SA
2024-07-13 08:54:57,820 INFO 4dce2309: [FAIL] output/minimizer_output/4dce230991807de50dffefa1d233acad2405d4fac89af6c461e0fa7b649fb08b.BC
2024-07-13 08:54:58,275 INFO 7847f918: [FAIL] output/minimizer_output/7847f9183a656f572f3cecfd1188ebcee84bbf1e7f25c1ccb287d7936567886b.OA
2024-07-13 08:54:58,338 INFO 8384f020: [FAIL] output/minimizer_output/8384f02006cf23ab726af5b044b252f7247ed6caf3fd50fec8496c7157a837a5.SP1
2024-07-13 08:54:58,401 INFO 8cfeffdd: [FAIL] output/minimizer_output/8cfeffdd43ecc4a9a6b76dd1a8380b4c7c5458aca8922567843ca318c39ccac0.CP1.SR.RD.RC.OA.SA
2024-07-13 08:54:59,721 INFO 017d36f9: [RC,RD,SA,BC,OA,SP,OA,SA,SA,SP] (-1, 2) [--,--,--,--,--,--,--,--,--,SP1]
2024-07-13 08:55:02,479 INFO 47715518: [CR,SR,BC,SA,SA,SA,SA,SA] (1, 0) [CR,--,BC,SA,SA,SA,SA,SA]
2024-07-13 08:55:02,920 INFO 4dce2309: [CR,OA,SA,BC] (2, 2) [--,--,SA1,BC]
2024-07-13 08:55:03,345 INFO 7847f918: [CR,SA,RD,OA,OA,RC,OA,SA] (-1, -1) [SA]
2024-07-13 08:55:04,081 INFO 8384f020: [RC,SA,RD,BC,SP,SR,OA,SP] (-1, -1) [SP]
2024-07-13 08:55:07,214 INFO 8cfeffdd: [CR,SR,RD,RC,OA,SA] (1, 0) [CR,--,RD,RC,OA,SA]
2024-07-13 08:55:10,674 INFO 017d36f9: [FAIL] output/minimizer_output/017d36f9bc089af9b0bc3a878e8ad7f729080a267010660aa19b78aa6c2244ed.SP1
2024-07-13 08:55:11,549 INFO 017d36f9: [RC,RD,SA,BC,OA,SP,OA,SA,SA,SP] (-1, -1) [SP]
2024-07-13 08:55:12,682 INFO 7847f918: [FAIL] output/minimizer_output/7847f9183a656f572f3cecfd1188ebcee84bbf1e7f25c1ccb287d7936567886b.SA
2024-07-13 08:55:12,683 INFO 8384f020: [FAIL] output/minimizer_output/8384f02006cf23ab726af5b044b252f7247ed6caf3fd50fec8496c7157a837a5.SP
2024-07-13 08:55:15,378 INFO 7847f918: [CR,SA,RD,OA,OA,RC,OA,SA] (0, 0) [--,SA,RD,OA,OA,RC,OA,SA]
2024-07-13 08:55:17,561 INFO 8384f020: [RC,SA,RD,BC,SP,SR,OA,SP] (0, 0) [--,SA,RD,BC,SP,SR,OA,SP]
2024-07-13 08:55:19,301 INFO cddb6881: [CR,BC,SR,SA,SA] (-1, 1) [--,--,--,--,OA1]
2024-07-13 08:55:23,532 INFO 017d36f9: [FAIL] output/minimizer_output/017d36f9bc089af9b0bc3a878e8ad7f729080a267010660aa19b78aa6c2244ed.SP
2024-07-13 08:55:29,212 INFO 017d36f9: [RC,RD,SA,BC,OA,SP,OA,SA,SA,SP] (0, 0) [--,RD,SA,BC,OA,SP,OA,SA,SA,SP]
2024-07-13 08:55:29,457 INFO 7772823f: [SUCC] output/minimizer_output/7772823f0d7d506a0912a775373c64cc7a5209855d2a33d13a86fb0e5c6decff.CP1.SA
2024-07-13 08:55:29,754 INFO c06a8ad8: [SUCC] output/minimizer_output/c06a8ad87f509a47a8856d30df3f058b94d4669b6fb6a6f03fe72384d5cbc918.CR.BC.RC.SR
2024-07-13 08:55:29,798 INFO cddb6881: [FAIL] output/minimizer_output/cddb6881b2582030c41a3a5b080de042d2ea2cdfbea160c1e767fc7d22e3cc27.OA1
2024-07-13 08:55:30,643 INFO 7772823f: [CR,OA,SA] (2, 0) [CP1,--,--]
2024-07-13 08:55:31,351 INFO c06a8ad8: [CR,OA,SA,BC,RC,SR] (3, 0) [CR,--,--,--,RC,SR]
2024-07-13 08:55:31,696 INFO cddb6881: [CR,BC,SR,SA,SA] (-1, 2) [--,--,--,--,SA1]
2024-07-13 08:55:39,018 INFO 7772823f: [FAIL] output/minimizer_output/7772823f0d7d506a0912a775373c64cc7a5209855d2a33d13a86fb0e5c6decff.CP1
2024-07-13 08:55:40,929 INFO 7772823f: [CR,OA,SA] (2, 2) [CP1,--,SA1]
2024-07-13 08:55:42,600 INFO cddb6881: [FAIL] output/minimizer_output/cddb6881b2582030c41a3a5b080de042d2ea2cdfbea160c1e767fc7d22e3cc27.SA1
2024-07-13 08:55:43,445 INFO cddb6881: [CR,BC,SR,SA,SA] (-1, 3) [--,--,--,--,OA]
2024-07-13 08:55:43,535 INFO 3051dc03: [SUCC] output/minimizer_output/3051dc034cc710812936c5f1ba1c44a8f545b52d17c19f83f784ee052ccad9cc.CR.OA.SP.RC.RD.SR
2024-07-13 08:55:43,687 INFO 497e800e: [SUCC] output/minimizer_output/497e800e268af81ee9e928e0828c274bd6b55ae111339935e9afe9f34c29cff6.SA1
2024-07-13 08:55:43,687 INFO 497e800e: [SUCC] Quick Minimize 
2024-07-13 08:55:43,713 INFO 497e800e: ###### [FINISH] output/minimizer_output/497e800e268af81ee9e928e0828c274bd6b55ae111339935e9afe9f34c29cff6.SA1
2024-07-13 08:55:43,755 INFO list_minimal_arm: ['SA1']
2024-07-13 08:55:43,761 INFO update_reward_with_alpha_beta(8, 1, 0)
2024-07-13 08:55:45,504 INFO 3051dc03: [CR,SA,OA,SP,RC,RD,SR] (2, 0) [CR,--,--,SP,RC,RD,SR]
2024-07-13 08:55:57,214 INFO cddb6881: [FAIL] output/minimizer_output/cddb6881b2582030c41a3a5b080de042d2ea2cdfbea160c1e767fc7d22e3cc27.OA
2024-07-13 08:55:58,287 INFO cddb6881: [CR,BC,SR,SA,SA] (-1, -1) [SA]
2024-07-13 08:56:00,809 INFO 02d83c7b: [SUCC] output/minimizer_output/02d83c7b277d7b692a0cf6b20ad3673c0aa0671ad3c859be033f8b529ee5d297.CR.RC.RD.SR.SA
2024-07-13 08:56:03,006 INFO 02d83c7b: [CR,BC,RC,RD,SR,SA] (2, 0) [CR,--,--,RD,SR,SA]
2024-07-13 08:56:14,766 INFO cddb6881: [FAIL] output/minimizer_output/cddb6881b2582030c41a3a5b080de042d2ea2cdfbea160c1e767fc7d22e3cc27.SA
2024-07-13 08:56:16,037 INFO cddb6881: [CR,BC,SR,SA,SA] (0, 0) [--,BC,SR,SA,SA]
2024-07-13 08:56:19,377 INFO 00097315: [SUCC] output/minimizer_output/000973157779f03cb279b7ee2a9fc09073213913fbc295801002bad85d39328c.RC.SP.SA.SR.BC.SP
2024-07-13 08:56:22,813 INFO 00097315: [SP,RD,RC,SP,SA,SR,BC,SP] (2, 0) [--,--,--,SP,SA,SR,BC,SP]
2024-07-13 08:56:23,990 INFO c3f26430: [SUCC] output/minimizer_output/c3f264304711aa4ad44e91c1a4380d0a9579f7f806b7d45028832e8a612fd286.SA1
2024-07-13 08:56:23,991 INFO c3f26430: [SUCC] Quick Minimize 
2024-07-13 08:56:24,018 INFO c3f26430: ###### [FINISH] output/minimizer_output/c3f264304711aa4ad44e91c1a4380d0a9579f7f806b7d45028832e8a612fd286.SA1
2024-07-13 08:56:24,079 INFO list_minimal_arm: ['SA1']
2024-07-13 08:56:24,084 INFO update_reward_with_alpha_beta(8, 1, 0)
2024-07-13 08:56:32,343 INFO cddb6881: [FAIL] output/minimizer_output/cddb6881b2582030c41a3a5b080de042d2ea2cdfbea160c1e767fc7d22e3cc27.BC.SR.SA.SA
2024-07-13 08:56:34,114 INFO cddb6881: [CR,BC,SR,SA,SA] (0, 2) [CP1,BC,SR,SA,SA]
2024-07-13 08:56:44,633 INFO 12149531: [CR,SR,RC,RD,SR,SP,SP,BC,SR,SA] (-1, 1) [--,--,--,--,--,--,--,--,--,OA1]
2024-07-13 08:56:45,001 INFO 10b6fdcf: [SUCC] output/minimizer_output/10b6fdcfb9c2ef5e66f16eb251cadb1d96cbd7d1c6fd08ef1e9a2896c7cbfc3c.SA.SA
2024-07-13 08:56:46,500 INFO 10b6fdcf: [CR,SA,SA] (1, 0) [--,--,SA]
2024-07-13 08:56:47,257 INFO 12149531: [FAIL] output/minimizer_output/121495314c9d209c37449ad74bb5a8c3e3826d6af290efa41654ec9ea9bc9bb4.OA1
2024-07-13 08:56:49,298 INFO 12149531: [CR,SR,RC,RD,SR,SP,SP,BC,SR,SA] (-1, 2) [--,--,--,--,--,--,--,--,--,SA1]
2024-07-13 08:56:50,323 INFO cddb6881: [FAIL] output/minimizer_output/cddb6881b2582030c41a3a5b080de042d2ea2cdfbea160c1e767fc7d22e3cc27.CP1.BC.SR.SA.SA
2024-07-13 08:56:51,801 INFO cddb6881: [CR,BC,SR,SA,SA] (1, 0) [CR,--,SR,SA,SA]
2024-07-13 08:57:05,160 INFO 10b6fdcf: [FAIL] output/minimizer_output/10b6fdcfb9c2ef5e66f16eb251cadb1d96cbd7d1c6fd08ef1e9a2896c7cbfc3c.SA
2024-07-13 08:57:05,161 INFO 12149531: [FAIL] output/minimizer_output/121495314c9d209c37449ad74bb5a8c3e3826d6af290efa41654ec9ea9bc9bb4.SA1
2024-07-13 08:57:07,050 INFO 10b6fdcf: [CR,SA,SA] (1, 2) [--,SA1,SA]
2024-07-13 08:57:07,564 INFO 12149531: [CR,SR,RC,RD,SR,SP,SP,BC,SR,SA] (-1, 3) [--,--,--,--,--,--,--,--,--,OA]
2024-07-13 08:57:09,102 INFO 66711659: [SUCC] output/minimizer_output/66711659869263b41a3d5592ef359a2f62662741802715fcfacfe9a414f08112.CR.SA1.SP.SA
2024-07-13 08:57:11,328 INFO 66711659: [CR,SA,RC,SP,SA] (3, 0) [CR,SA1,--,--,SA]
2024-07-13 08:57:12,062 INFO a93854e6: [CR,RD,RC,OA,SA,SA,SR] (-1, 1) [--,--,--,--,--,--,OA1]
2024-07-13 08:57:12,164 INFO b588acfe: [SUCC] output/minimizer_output/b588acfe8b9fd673fcae66ce67bf7038dd93fe181bad46e820f8be078dcd302d.SA1
2024-07-13 08:57:12,165 INFO b588acfe: [SUCC] Quick Minimize 
2024-07-13 08:57:12,219 INFO b588acfe: ###### [FINISH] output/minimizer_output/b588acfe8b9fd673fcae66ce67bf7038dd93fe181bad46e820f8be078dcd302d.SA1
2024-07-13 08:57:12,292 INFO list_minimal_arm: ['SA1']
2024-07-13 08:57:12,297 INFO update_reward_with_alpha_beta(8, 1, 0)
2024-07-13 08:57:24,326 INFO 12149531: [FAIL] output/minimizer_output/121495314c9d209c37449ad74bb5a8c3e3826d6af290efa41654ec9ea9bc9bb4.OA
2024-07-13 08:57:26,210 INFO 12149531: [CR,SR,RC,RD,SR,SP,SP,BC,SR,SA] (-1, -1) [SA]
2024-07-13 08:57:26,440 INFO a93854e6: [FAIL] output/minimizer_output/a93854e69170b7322192e1ca994f57946260bfa4152d690bbc346fe332b4c186.OA1
2024-07-13 08:57:27,181 INFO a93854e6: [CR,RD,RC,OA,SA,SA,SR] (-1, 2) [--,--,--,--,--,--,SR1]
2024-07-13 08:57:29,020 INFO 357ea205: [SUCC] output/minimizer_output/357ea20580c2f576751cdc6f13f234d3f92b52c6e77f051fee345c611830882c.SA1
2024-07-13 08:57:29,021 INFO 357ea205: [SUCC] Quick Minimize 
2024-07-13 08:57:29,045 INFO 357ea205: ###### [FINISH] output/minimizer_output/357ea20580c2f576751cdc6f13f234d3f92b52c6e77f051fee345c611830882c.SA1
2024-07-13 08:57:29,081 INFO list_minimal_arm: ['SA1']
2024-07-13 08:57:29,082 INFO update_reward_with_alpha_beta(8, 1, 0)
2024-07-13 08:57:30,501 INFO 23d23cd5: [CR,SA] (-1, 1) [--,OA1]
2024-07-13 08:57:30,667 INFO 3e4c79f8: [SUCC] output/minimizer_output/3e4c79f8352c36c5981dc7ed9f8147ff52ea20e8b9e10cd08a195f12cbe416f4.SA1
2024-07-13 08:57:30,667 INFO 3e4c79f8: [SUCC] Quick Minimize 
2024-07-13 08:57:30,712 INFO 3e4c79f8: ###### [FINISH] output/minimizer_output/3e4c79f8352c36c5981dc7ed9f8147ff52ea20e8b9e10cd08a195f12cbe416f4.SA1
2024-07-13 08:57:30,765 INFO list_minimal_arm: ['SA1']
2024-07-13 08:57:30,766 INFO update_reward_with_alpha_beta(8, 1, 0)
2024-07-13 08:57:30,860 INFO 4b25590e: [SUCC] output/minimizer_output/4b25590e31b8e6182d4ec453724d932c7b23598fff474f8e6aa94a3f73f9b537.RD.SA.OA.BC.SA
2024-07-13 08:57:32,228 INFO 4b25590e: [SR,RD,SA,OA,BC,SA] (1, 0) [--,--,SA,OA,BC,SA]
2024-07-13 08:57:36,637 INFO cd841436: [SUCC] output/minimizer_output/cd8414364e736c10f2ef017ad313430677abeec9f0212bc183cc7b41ee816cbe.SP.RD.OA.SR.SA
2024-07-13 08:57:40,029 INFO cd841436: [RC,SP,RD,OA,SR,SA] (1, 0) [--,--,RD,OA,SR,SA]
2024-07-13 08:57:40,694 INFO b8b9402e: [SUCC] output/minimizer_output/b8b9402eb5be018d8700529c713ae41871477fcfceccf171af54b20c690d89a2.CR.RD.SP.SA
2024-07-13 08:57:43,528 INFO b8b9402e: [CR,SR,BC,RD,SP,SA] (3, 0) [CR,--,--,--,SP,SA]
2024-07-13 08:57:49,469 INFO 12149531: [FAIL] output/minimizer_output/121495314c9d209c37449ad74bb5a8c3e3826d6af290efa41654ec9ea9bc9bb4.SA
2024-07-13 08:57:52,480 INFO 12149531: [CR,SR,RC,RD,SR,SP,SP,BC,SR,SA] (0, 0) [--,SR,RC,RD,SR,SP,SP,BC,SR,SA]
2024-07-13 08:57:52,585 INFO 23d23cd5: [FAIL] output/minimizer_output/23d23cd571b88104744bdc3a33b8aaee51f827132dc311ffff988c0fdde7b59c.OA1
2024-07-13 08:57:52,607 INFO 4b25590e: [FAIL] output/minimizer_output/4b25590e31b8e6182d4ec453724d932c7b23598fff474f8e6aa94a3f73f9b537.SA.OA.BC.SA
2024-07-13 08:57:52,692 INFO a93854e6: [FAIL] output/minimizer_output/a93854e69170b7322192e1ca994f57946260bfa4152d690bbc346fe332b4c186.SR1
2024-07-13 08:57:52,725 INFO cd841436: [FAIL] output/minimizer_output/cd8414364e736c10f2ef017ad313430677abeec9f0212bc183cc7b41ee816cbe.RD.OA.SR.SA
